firstname,commonname,surname,skintypecode,haircolorcode,facialhairtypecode,managerid,hairtypecode,headtypecode,height,seasonaloutfitid,weight,hashighqualityhead,gender,headassetid,ethnicity,faceposerpreset,teamid,eyebrowcode,eyecolorcode,personalityid,headclasscode,nationality,sideburnscode,headvariation,skintonecode,outfitid,hairstylecode,bodytypecode,managerjointeamdate,facialhaircolorcode
,,,101,2,0,268323,9,7032,173,5704,75,0,1,40835,2,1,116035,3,3,0,0,18,0,0,2,5703,0,87,159236,1
,,,2,0,16,268320,154,2504,176,5545,75,0,0,26540,5,3,116036,1,1,0,0,18,0,0,5,5521,0,81,160237,0
,,,51,9,0,268322,181,2007,181,5511,75,0,0,26543,2,0,116037,1,7,0,0,18,0,0,2,5520,0,82,160208,0
,,,51,24,0,250250,181,2508,176,5511,75,0,0,26537,2,0,116038,6,1,1,0,18,0,0,2,5521,0,82,160272,6
,,,2,5,6,272779,243,1526,178,5511,75,0,0,26540,1,3,116039,2,1,0,0,18,0,0,1,5506,0,81,160780,6
,,,101,21,0,268324,53,9501,174,5704,75,1,1,40754,2,0,116040,5,4,0,0,18,0,0,4,5704,0,87,158595,6
,,,2,19,4,269234,24,57,175,5511,75,0,0,26543,2,0,116042,0,7,0,0,18,0,0,2,5566,0,82,160949,6
,,,51,23,4,275408,101,2502,178,5511,75,0,0,26543,3,0,116044,2,7,0,0,18,0,0,3,5510,0,82,160602,8
Joe,,Montemurro,2,3,4,271643,207,2517,177,5557,75,0,0,271643,2,0,116280,0,1,0,1,195,0,0,2,5505,0,81,160237,5
,,,51,23,4,272903,321,532,179,5511,75,0,0,26539,4,0,116295,1,1,0,0,58,0,0,4,5566,0,83,160746,23
,,,101,4,0,268388,623,7009,167,5511,75,1,1,40879,2,0,116300,5,5,0,0,14,0,0,2,5569,0,89,160251,1
,,,2,3,0,273031,46,608,193,5511,75,0,0,26544,2,0,116302,1,9,0,0,70,0,0,2,5521,0,86,160794,3
,,,2,9,6,268386,25,17,175,5554,75,0,0,26538,3,0,116303,6,2,0,0,95,0,0,3,5523,0,83,160390,9
,,,2,5,0,264064,114,2021,180,5511,75,0,0,26544,2,0,116304,2,9,0,0,14,0,0,2,5501,0,82,160745,23
,,,51,24,0,268383,16,1528,175,5520,75,0,0,26537,2,0,116305,6,1,0,0,95,0,0,2,5522,0,83,160469,22
,,,51,24,0,272774,636,58,188,5554,75,0,0,26537,1,0,116306,0,1,1,0,14,0,0,1,5521,0,86,160775,24
,,,2,20,12,269730,220,521,188,5510,75,0,0,26541,3,3,116307,0,6,0,0,95,0,0,3,5566,0,84,160579,3
,,,2,3,0,268391,77,1510,188,5557,75,0,0,26540,2,3,116308,6,1,0,0,46,0,0,2,5505,0,85,160755,6
,,,2,4,16,268384,161,2012,185,5558,75,0,0,26539,2,0,116309,6,1,0,0,95,0,0,2,5523,0,85,160431,1
,,,2,3,4,269911,40,2506,172,5543,75,0,0,26541,2,3,116310,0,6,0,0,45,0,0,2,5508,0,88,160725,3
,,,101,4,0,275975,623,7009,167,5511,75,1,1,40888,2,0,116311,5,8,0,0,14,0,0,4,5704,0,88,160950,1
,,,101,3,0,268392,53,7010,174,5525,75,1,1,40754,2,0,116312,5,4,0,0,14,0,0,4,5525,0,87,160250,6
Jonatan,Jonatan Giráldez,Giráldez Costas,0,0,28,272398,141,29,160,5511,75,0,0,272398,3,0,116325,1,9,1,1,45,0,0,3,5510,0,88,160237,0
José Alberto,Alberto Toril,Toril Rodríguez,2,0,0,112919,85,1501,179,5548,76,1,0,112919,4,0,116326,0,3,0,0,45,0,0,4,5566,0,82,160388,0
Manuel Jesús,Manolo Cano,Cano Martín,2,20,0,272724,293,4006,170,5527,75,1,0,272724,3,4,116327,1,4,0,0,45,0,0,4,5510,0,88,160766,0
David,David Aznar,Aznar Chicharro,51,8,0,276587,141,1539,170,5529,75,0,0,276587,3,0,116328,0,9,0,1,45,0,0,3,5565,0,87,160967,23
María del Mar,María Pry,Fernández Montero,101,3,0,272549,437,7010,169,5555,75,0,1,272549,3,0,116330,3,9,1,1,45,0,0,3,5568,0,89,160967,3
Yerai,Yerai Martín,Martín Ramos,0,22,0,276684,683,3,174,5558,75,0,0,276684,2,0,116331,1,9,0,1,45,0,0,2,5568,0,88,160602,0
José Ángel,José Herrera,Herrera Martín,2,0,14,272548,184,3512,170,5555,75,1,0,272548,3,1,116332,0,5,1,0,45,0,0,4,5568,0,87,160602,0
Jose Luis,Jose Sánchez Vera,Sánchez Vera,2,23,0,272476,0,3513,174,5555,75,1,0,272476,3,4,116333,1,7,1,0,45,0,0,4,5522,0,87,160579,6
Victor,Victor Martín,Martín Alba,0,0,6,274980,0,24,170,5526,75,1,0,274980,2,0,116334,1,3,0,0,45,0,0,5,5568,0,88,160809,0
Natalia,Natalia Arroyo,Arroyo Clavell,101,20,0,272512,168,7008,170,5533,75,1,1,272512,3,0,116336,5,7,1,0,45,0,0,5,5568,0,87,159840,3
Cristian,Cristian Toro,Toro Masperó,2,3,4,272552,137,3,170,5553,75,1,0,272552,3,0,116337,1,4,1,0,52,0,0,4,5568,0,88,159307,23
Antonio,Antonio Toledo,Toledo Sánchez,51,24,0,272475,26,4016,170,5511,75,0,0,272475,2,0,116338,1,9,1,1,45,0,0,2,5521,0,88,160233,9
Jesús,Jesús Oliva,Oliva,51,23,15,274572,0,4019,170,5510,75,0,0,274572,2,0,116339,1,9,0,1,45,0,0,2,5566,0,88,160795,8
Sara,Sara Monforte,Monforte Mestre,151,23,0,272561,514,9002,168,5527,75,0,1,272561,3,0,116340,5,9,0,1,45,0,0,3,5704,0,87,159111,23
Matt,,Beard,51,8,4,267582,161,68,177,5511,75,0,0,267582,1,0,116343,0,1,0,0,14,0,0,1,5728,0,83,160188,2
,,,2,0,0,249820,116,553,173,5575,75,0,0,26546,4,0,116360,0,9,0,0,167,0,0,4,5567,0,88,160036,3
,,,51,24,0,276893,634,548,175,5520,75,0,0,26546,4,0,116361,0,9,0,0,163,0,0,4,5566,0,82,160954,0
,,,51,3,0,250440,231,7,180,5535,75,0,0,26540,3,3,116365,0,1,1,0,18,0,0,3,5514,0,82,160967,3
,,,51,22,0,275900,26,2507,172,5506,75,0,0,26538,2,0,116416,1,2,0,0,18,0,0,2,5506,0,87,160951,22
Nico,,Schneck,0,19,4,273802,646,4021,180,5509,75,0,0,273802,3,0,131106,1,3,0,1,21,0,0,3,5554,0,82,160602,5
Fernando,Fernando Estévez,Estévez Martín,51,9,4,276091,662,3516,184,5509,75,0,0,276091,3,0,131110,1,9,0,1,45,0,0,3,5708,0,82,160612,23
Ferrán,Ferrán Cabello,Cabello Bellet,2,0,6,272547,77,1553,170,5552,75,1,0,272547,3,4,131125,0,4,0,0,45,0,0,4,5566,0,89,159506,3
,,,1,3,16,275245,683,17,180,5511,75,0,0,26543,3,0,131173,0,7,0,0,45,0,0,3,5510,0,82,160829,3
,,,101,4,0,275379,432,7009,165,5704,75,1,1,40888,2,0,131219,5,8,0,0,18,0,0,4,5704,0,88,159397,1
Lauren,,Smith,101,13,0,275518,603,9536,163,5511,75,0,1,275518,1,0,131283,4,3,0,1,50,0,0,1,5520,0,88,160228,19
Filipa,Filipa Patão,Santos Patão,101,3,0,275778,433,9531,167,5704,75,0,1,275778,4,0,131358,3,9,0,1,38,0,0,4,5704,0,88,160051,21
Suzanne,,Bakker,104,1,0,276435,433,5500,182,5528,75,0,1,276435,2,0,131359,5,1,0,1,34,0,0,2,5701,0,82,160602,4
Karel,,Piták,2,5,4,276127,102,1550,181,5557,75,0,0,276127,1,0,131360,0,1,0,1,12,0,0,1,5520,0,82,160602,5
Jacqueline,,Dünker,151,4,0,276236,588,9008,163,5704,75,0,1,276236,2,0,131361,4,1,0,1,21,0,0,2,5522,0,88,160786,1
Joel,,Kjetselberg,2,2,12,276467,0,2013,175,5555,75,0,0,276467,2,0,131362,0,1,0,1,46,0,0,2,5566,0,82,160876,2
Leanne,,Ross,101,2,0,276685,915,5501,170,5511,75,0,1,276685,2,0,131363,5,8,0,1,42,0,0,2,5520,0,88,160755,4
Thomas,,Oostendorp,2,19,45,277526,184,4000,180,5511,75,0,0,277526,2,0,131386,0,1,0,1,34,0,0,2,5717,0,82,160968,6
Osman,,Özköylü,51,23,0,275801,139,1543,188,5509,75,0,0,275801,1,0,131389,1,9,0,1,48,0,0,1,5552,0,85,160353,23
Roger,Roger Lamesa,Lamesa Grau,0,0,4,276683,176,3512,175,5509,75,0,0,276683,2,0,131391,0,9,0,1,45,0,0,2,5510,0,81,160207,0
,,,0,0,0,63740,16,1,180,5500,75,0,0,26537,2,0,131447,0,1,1,0,14,0,0,2,5500,0,86,158960,0
